Date,macd,signal,histogram
2021-10-29,-344.4574355019431,-1690.702030704555,1346.244595202612
2021-11-01,-292.92661838035565,-1411.1469482397151,1118.2203298593595
2021-11-02,-49.78507655143039,-1138.8745739020583,1089.0894973506279
2021-11-03,-137.92449447404942,-938.6845580164565,800.7600635424071
2021-11-04,233.33863387118618,-704.279919638928,937.6185535101142
2021-11-05,401.8970548382931,-483.04452474348386,884.941579581777
2021-11-08,250.176193147694,-336.4003811652483,586.5765743129423
2021-11-09,168.34160130296368,-235.45198467160589,403.79358597456957
2021-11-10,-17.350362123004743,-191.83166016188565,174.4812980388809
2021-11-11,-42.979674070724286,-162.0612629436534,119.0815888729291
2021-11-12,57.088297184731346,-118.23135091797646,175.3196481027078
2021-11-15,294.3827100237686,-35.70853872962744,330.09124875339603
2021-11-16,357.2842276609299,42.890014548484025,314.39421311244587
2021-11-17,203.06422891329566,74.92485742144635,128.13937149184932
2021-11-18,40.0364324139955,67.94717241995617,-27.910740005960676
2021-11-19,111.28204561353778,76.6141470586725,34.667898554865275
2021-11-22,285.49120643237256,118.38955893341253,167.10164749896003
2021-11-23,99.63808506329951,114.63926415938994,-15.001179096090425
2021-11-24,-47.108811565616634,82.28964901438863,-129.39846058000526
2021-11-25,117.65768038114766,89.36325528774043,28.294425093407227
2021-11-26,45.977209053045954,80.68604604080154,-34.70883698775559
2021-11-29,-210.13686060918553,22.521464710804132,-232.65832531998967
2021-11-30,-488.1733897108352,-79.61750617352374,-408.55588353731144
2021-12-01,-660.5590077852103,-195.80580649586108,-464.7532012893492
2021-12-02,-788.0912269855326,-314.2628905937954,-473.82833639173714
2021-12-03,-799.2564559660095,-411.26160366823825,-387.9948522977713
2021-12-06,-998.3260062388435,-528.6744841823593,-469.6515220564843
2021-12-07,-1182.8012834470428,-659.4998440352961,-523.3014394117467
2021-12-08,-1273.9679389982193,-782.3934630278808,-491.57447597033854
2021-12-09,-1211.2185330739449,-868.1584770370936,-343.0600560368513
2021-12-10,-1148.2528328988265,-924.1773482094402,-224.07548468938626
